rank,enumeration_date,years_open,type,practice_name,specialty,address,city,state,zip,phone,check_meta_ads,check_google_ads,npi
265,2018-03-29,8.2,Individual,PAIGE CARRIGAN,Psychiatry,22 NORTHEAST DR,HERSHEY,PA,17033,800-243-1455,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=PAIGE%20CARRIGAN,https://adstransparency.google.com/?region=US&query=PAIGE%20CARRIGAN,1265937403
266,2018-03-27,8.2,Individual,MAYADA ALI,Primary Care,111 E 210TH ST,BRONX,NY,10467,718-920-9168,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MAYADA%20ALI,https://adstransparency.google.com/?region=US&query=MAYADA%20ALI,1316442866
267,2018-03-27,8.2,Individual,ANNIE TOPHAM,Gastroenterology,2820 SE 3RD CT STE 100,OCALA,FL,34471,352-844-8145,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ANNIE%20TOPHAM,https://adstransparency.google.com/?region=US&query=ANNIE%20TOPHAM,1972008456
268,2018-03-26,8.2,Individual,BRYAN AGOSTINI SANZ,Primary Care,203 N MARION ST,TAMPA,FL,33602,813-474-9804,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BRYAN%20AGOSTINI%20SANZ,https://adstransparency.google.com/?region=US&query=BRYAN%20AGOSTINI%20SANZ,1194220814
269,2018-03-26,8.2,Individual,ANDREW JUNG,Cardiology,1222 S ORANGE AVE,ORLANDO,FL,32806,321-841-6444,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ANDREW%20JUNG,https://adstransparency.google.com/?region=US&query=ANDREW%20JUNG,1437654068
270,2018-03-26,8.2,Individual,SHAILAJA EMANI,Psychiatry,17 DAVIS BLVD STE 308,TAMPA,FL,33606,813-974-2805,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=SHAILAJA%20EMANI,https://adstransparency.google.com/?region=US&query=SHAILAJA%20EMANI,1255836854
271,2018-03-23,8.2,Individual,KELLIE AARONS,Primary Care,400 N TAMPA ST FL 15,TAMPA,FL,33602,888-803-3370,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=KELLIE%20AARONS,https://adstransparency.google.com/?region=US&query=KELLIE%20AARONS,1558865477
272,2018-03-19,8.2,Individual,ELIO MONSOUR,Endocrinology,12902 USF MAGNOLIA DR,TAMPA,FL,33612,813-745-7365,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ELIO%20MONSOUR,https://adstransparency.google.com/?region=US&query=ELIO%20MONSOUR,1669976320
273,2018-03-14,8.2,Org,AFFILIATED PHYSICIANS OF FLORIDA LLC,Primary Care,11603 SHELDON RD,TAMPA,FL,33626,813-853-9246,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=AFFILIATED%20PHYSICIANS%20OF%20FLORIDA%20LLC,https://adstransparency.google.com/?region=US&query=AFFILIATED%20PHYSICIANS%20OF%20FLORIDA%20LLC,1194228338
274,2018-03-13,8.2,Org,SGF TAMPA BAY LLC,OB-GYN,5016 WEST CYPRESS STREET,TAMPA,FL,33609,800-239-5613,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=SGF%20TAMPA%20BAY%20LLC,https://adstransparency.google.com/?region=US&query=SGF%20TAMPA%20BAY%20LLC,1013410497
275,2018-03-09,8.2,Individual,STEPHANIE COOPER,OB-GYN,1551 CLAY ST,WINTER PARK,FL,32789,407-644-5371,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=STEPHANIE%20COOPER,https://adstransparency.google.com/?region=US&query=STEPHANIE%20COOPER,1629571344
276,2018-02-26,8.2,Org,"BRIGHT MEDICAL OPTIONS, LLC",Primary Care,4445 HWY 40,SAINT MARYS,GA,31558,813-233-6010,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BRIGHT%20MEDICAL%20OPTIONS%2C%20LLC,https://adstransparency.google.com/?region=US&query=BRIGHT%20MEDICAL%20OPTIONS%2C%20LLC,1427559343
277,2018-02-20,8.3,Individual,ADRIAN KOHUT,OB-GYN,2 TAMPA GENERAL CIR,TAMPA,FL,33606,813-821-8038,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ADRIAN%20KOHUT,https://adstransparency.google.com/?region=US&query=ADRIAN%20KOHUT,1629578257
278,2018-02-05,8.3,Org,ALLIANCE HEALTHCARE GPO LLC,Primary Care,14918 N FLORIDA AVE,TAMPA,FL,33613,813-931-0000,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ALLIANCE%20HEALTHCARE%20GPO%20LLC,https://adstransparency.google.com/?region=US&query=ALLIANCE%20HEALTHCARE%20GPO%20LLC,1275032278
279,2018-01-15,8.4,Org,CEREBRUM HEALTHCARE LLC,Psychiatry,3225 S MACDILL AVE STE 129-300,TAMPA,FL,33629,813-441-6803,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CEREBRUM%20HEALTHCARE%20LLC,https://adstransparency.google.com/?region=US&query=CEREBRUM%20HEALTHCARE%20LLC,1255849055
280,2018-01-13,8.4,Org,"CARDIAC CIN OF FLORIDA, LLC",Cardiology,3001 W MARTIN LUTHER KING JR BLVD,TAMPA,FL,33607,615-386-0064,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CARDIAC%20CIN%20OF%20FLORIDA%2C%20LLC,https://adstransparency.google.com/?region=US&query=CARDIAC%20CIN%20OF%20FLORIDA%2C%20LLC,1902314875
281,2017-11-27,8.5,Individual,ATZA ACOSTA FELICIANO,Primary Care,3128 E HILLSBOROUGH AVE,TAMPA,FL,33610,813-579-1769,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ATZA%20ACOSTA%20FELICIANO,https://adstransparency.google.com/?region=US&query=ATZA%20ACOSTA%20FELICIANO,1194239384
282,2017-11-16,8.5,Org,"ADVANCED ADULT MEDICINE, INC",Primary Care,1127 NIKKI VIEW DR,BRANDON,FL,33511,813-876-7600,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ADVANCED%20ADULT%20MEDICINE%2C%20INC,https://adstransparency.google.com/?region=US&query=ADVANCED%20ADULT%20MEDICINE%2C%20INC,1043723752
283,2017-10-06,8.6,Org,"ACCESS MEDICAL GROUP OF TAMPA II, LLC.",Primary Care,4054 W HILLSBOROUGH AVE,TAMPA,FL,33614,813-906-1412,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ACCESS%20MEDICAL%20GROUP%20OF%20TAMPA%20II%2C%20LLC.,https://adstransparency.google.com/?region=US&query=ACCESS%20MEDICAL%20GROUP%20OF%20TAMPA%20II%2C%20LLC.,1841700697
284,2017-09-26,8.7,Org,BERLAND MEDICAL GROUP LLC,Primary Care,11792 LAKE ASTON CT STE A,TAMPA,FL,33626,813-690-0225,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BERLAND%20MEDICAL%20GROUP%20LLC,https://adstransparency.google.com/?region=US&query=BERLAND%20MEDICAL%20GROUP%20LLC,1376052019
285,2017-09-05,8.7,Individual,AASHKA SHAH,Endocrinology,13801 BRUCE B DOWNS BLVD STE 201,TAMPA,FL,33613,850-624-5040,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=AASHKA%20SHAH,https://adstransparency.google.com/?region=US&query=AASHKA%20SHAH,1184142754
286,2017-09-01,8.7,Org,ACINA MEDICAL CENTERS PLLC,Primary Care,6914 W LINEBAUGH AVE STE 102,TAMPA,FL,33625,727-432-1380,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ACINA%20MEDICAL%20CENTERS%20PLLC,https://adstransparency.google.com/?region=US&query=ACINA%20MEDICAL%20CENTERS%20PLLC,1184142986
287,2017-07-31,8.8,Org,JAIME F CASELLAS MD CORP,Cardiology,4600 N HABANA AVE SUIT #13,TAMPA,FL,33614,813-870-3278,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=JAIME%20F%20CASELLAS%20MD%20CORP,https://adstransparency.google.com/?region=US&query=JAIME%20F%20CASELLAS%20MD%20CORP,1982128062
288,2017-07-27,8.8,Org,"HESHAM FAKHRI, MD PLLC",Cardiology,2605 W SWANN AVE STE 100,TAMPA,FL,33609,813-708-8346,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=HESHAM%20FAKHRI%2C%20MD%20PLLC,https://adstransparency.google.com/?region=US&query=HESHAM%20FAKHRI%2C%20MD%20PLLC,1174047674
289,2017-06-29,8.9,Individual,DAE HYUN LEE,Cardiology,3400 SPRUCE STREET,PHILADELPHIA,PA,19104,215-662-7355,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=DAE%20HYUN%20LEE,https://adstransparency.google.com/?region=US&query=DAE%20HYUN%20LEE,1235650284
290,2017-06-26,8.9,Individual,ENAS ABDALLAH,Primary Care,12902 USF MAGNOLIA DR,TAMPA,FL,33612,813-745-4673,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ENAS%20ABDALLAH,https://adstransparency.google.com/?region=US&query=ENAS%20ABDALLAH,1083134555
291,2017-05-12,9.0,Individual,CRISTINA NUNEZ,Cardiology,1 TAMPA GENERAL CIR,TAMPA,FL,33606,813-821-8038,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CRISTINA%20NUNEZ,https://adstransparency.google.com/?region=US&query=CRISTINA%20NUNEZ,1922535632
292,2017-05-11,9.0,Individual,CASSANDRA GANDLE,Gastroenterology,14547 BRUCE B DOWNS BLVD STE A,TAMPA,FL,33613,813-280-7100,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CASSANDRA%20GANDLE,https://adstransparency.google.com/?region=US&query=CASSANDRA%20GANDLE,1669908703
293,2017-05-04,9.1,Individual,PADMASTUTI AKELLA,Primary Care,123 SUMMER ST,WORCESTER,MA,01608,508-363-6208,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=PADMASTUTI%20AKELLA,https://adstransparency.google.com/?region=US&query=PADMASTUTI%20AKELLA,1467988873
294,2017-04-27,9.1,Individual,CATHLEEN BRUNER,Primary Care,2175 NW RALEIGH ST STE 110,PORTLAND,OR,97210,415-840-0560,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CATHLEEN%20BRUNER,https://adstransparency.google.com/?region=US&query=CATHLEEN%20BRUNER,1578098455
295,2017-04-20,9.1,Individual,SHRUTHI NARASIMHA,Gastroenterology,9320 US HIGHWAY 301 S STE 350,RIVERVIEW,FL,33578,813-328-2070,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=SHRUTHI%20NARASIMHA,https://adstransparency.google.com/?region=US&query=SHRUTHI%20NARASIMHA,1952835563
296,2017-04-19,9.1,Individual,JENNIFER COSTA,Primary Care,13220 USF LAUREL DRIVE,TAMPA,FL,33612,813-974-2201,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=JENNIFER%20COSTA,https://adstransparency.google.com/?region=US&query=JENNIFER%20COSTA,1922532654
297,2017-04-19,9.1,Individual,ALEKSANDRA POLIC,OB-GYN,300 HALKET ST,PITTSBURGH,PA,15213,636-141-2641,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ALEKSANDRA%20POLIC,https://adstransparency.google.com/?region=US&query=ALEKSANDRA%20POLIC,1467986174
298,2017-04-18,9.1,Org,360 DEGREE MEDICAL CARE PA,Primary Care,3111 W SAN JOSE ST,TAMPA,FL,33629,813-446-5460,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=360%20DEGREE%20MEDICAL%20CARE%20PA,https://adstransparency.google.com/?region=US&query=360%20DEGREE%20MEDICAL%20CARE%20PA,1760916696
299,2017-04-18,9.1,Individual,ELAINE AQUINO,Primary Care,5112 N HABANA AVE,TAMPA,FL,33614,813-374-2406,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ELAINE%20AQUINO,https://adstransparency.google.com/?region=US&query=ELAINE%20AQUINO,1629502513
300,2017-04-17,9.1,Individual,SABRINA PRABAKARAN,Gastroenterology,3000 MEDICAL PARK DR STE 500,TAMPA,FL,33613,813-615-7028,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=SABRINA%20PRABAKARAN,https://adstransparency.google.com/?region=US&query=SABRINA%20PRABAKARAN,1003340076
301,2017-04-13,9.1,Individual,ALYSSA ANDRING,Psychiatry,13000 BRUCE B DOWNS BLVD,TAMPA,FL,33612,877-741-3400,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ALYSSA%20ANDRING,https://adstransparency.google.com/?region=US&query=ALYSSA%20ANDRING,1427582790
302,2017-04-07,9.1,Individual,JENNIFER FORBES,Cardiology,3503 E FRONTAGE RD,TAMPA,FL,33607,813-586-8187,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=JENNIFER%20FORBES,https://adstransparency.google.com/?region=US&query=JENNIFER%20FORBES,1952834756
303,2017-04-06,9.1,Individual,RITESH PATEL,Cardiology,3000 MEDICAL PARK DR STE 320,TAMPA,FL,33613,813-336-5766,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=RITESH%20PATEL,https://adstransparency.google.com/?region=US&query=RITESH%20PATEL,1063945004
304,2017-04-06,9.1,Individual,ANNA BABAIE,Psychiatry,1968 PEACHTREE RD NW,ATLANTA,GA,30309,404-367-3014,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ANNA%20BABAIE,https://adstransparency.google.com/?region=US&query=ANNA%20BABAIE,1669905568
305,2017-04-05,9.1,Individual,ANUJ AGARWAL,Primary Care,12902 USF MAGNOLIA DR,TAMPA,FL,33612,813-745-4673,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ANUJ%20AGARWAL,https://adstransparency.google.com/?region=US&query=ANUJ%20AGARWAL,1598298614
306,2017-04-03,9.1,Individual,LEEN ALSALEH,Primary Care,1600 LAKELAND HILLS BLVD,LAKELAND,FL,33805,863-680-7486,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=LEEN%20ALSALEH,https://adstransparency.google.com/?region=US&query=LEEN%20ALSALEH,1801328216
307,2017-04-02,9.1,Individual,CAITLIN CROWGEY,Psychiatry,17 DAVIS BLVD,TAMPA,FL,33606,813-974-2805,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CAITLIN%20CROWGEY,https://adstransparency.google.com/?region=US&query=CAITLIN%20CROWGEY,1013449644
308,2017-03-30,9.2,Individual,DENISE FERADOV,Cardiology,17 DAVIS BLVD,TAMPA,FL,33606,813-259-0661,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=DENISE%20FERADOV,https://adstransparency.google.com/?region=US&query=DENISE%20FERADOV,1063944882
309,2017-03-30,9.2,Individual,BRIAN BLACK,Gastroenterology,17 DAVIS BLVD STE 308,TAMPA,FL,33606,813-259-8510,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BRIAN%20BLACK,https://adstransparency.google.com/?region=US&query=BRIAN%20BLACK,1528590429
310,2017-03-29,9.2,Individual,SEAN AMIRZADEH,Endocrinology,4816 N ARMENIA AVE,TAMPA,FL,33603,813-876-3636,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=SEAN%20AMIRZADEH,https://adstransparency.google.com/?region=US&query=SEAN%20AMIRZADEH,1801328927
311,2017-03-29,9.2,Individual,SAMUEL SLONE,Gastroenterology,17 DAVIS BLVD,TAMPA,FL,33606,813-250-2506,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=SAMUEL%20SLONE,https://adstransparency.google.com/?region=US&query=SAMUEL%20SLONE,1801328844
312,2017-03-28,9.2,Individual,HUSSAIN BASRAWALA,Cardiology,1300 S. COLUMBIA RD,GRAND FORKS,ND,58201,701-780-6000,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=HUSSAIN%20BASRAWALA,https://adstransparency.google.com/?region=US&query=HUSSAIN%20BASRAWALA,1225560428
313,2017-03-27,9.2,Individual,FRANCISCO ALVARADO,Primary Care,521 W STATE ROAD 434,LONGWOOD,FL,32750,321-841-6444,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=FRANCISCO%20ALVARADO,https://adstransparency.google.com/?region=US&query=FRANCISCO%20ALVARADO,1295266740
314,2017-03-27,9.2,Individual,ADEL EL SAYED,Psychiatry,8451 TEMPLE TERRACE HWY,TAMPA,FL,33637,813-631-7100,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ADEL%20EL%20SAYED,https://adstransparency.google.com/?region=US&query=ADEL%20EL%20SAYED,1841721396
315,2017-03-24,9.2,Individual,AJAY BHANDARI,Cardiology,17 DAVIS BLVD,TAMPA,FL,33606,813-259-0661,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=AJAY%20BHANDARI,https://adstransparency.google.com/?region=US&query=AJAY%20BHANDARI,1407387160
316,2017-03-23,9.2,Individual,KELLY BRUCE,OB-GYN,200 1ST ST SW,ROCHESTER,MN,55905,507-284-2511,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=KELLY%20BRUCE,https://adstransparency.google.com/?region=US&query=KELLY%20BRUCE,1871024570
317,2017-03-20,9.2,Individual,MICHAEL CARRANZA,Gastroenterology,14547 BRUCE B DOWNS BLVD STE A,TAMPA,FL,33613,813-280-7100,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MICHAEL%20CARRANZA,https://adstransparency.google.com/?region=US&query=MICHAEL%20CARRANZA,1255872461
318,2017-03-02,9.2,Org,AMERICAN ARTHRITIS & RHEUMATOLOGY ASSOCIATES LLC,Primary Care,1025 MILITARY TRL STE 200,JUPITER,FL,33458,561-747-1987,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=AMERICAN%20ARTHRITIS%20%26%20RHEUMATOLOGY%20ASSOCIATES%20LLC,https://adstransparency.google.com/?region=US&query=AMERICAN%20ARTHRITIS%20%26%20RHEUMATOLOGY%20ASSOCIATES%20LLC,1598205072
319,2017-02-14,9.3,Individual,GUSTAVO MEYRELES-CHALJUB,Endocrinology,602 S AUDUBON AVE STE A,TAMPA,FL,33609,813-931-2424,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=GUSTAVO%20MEYRELES-CHALJUB,https://adstransparency.google.com/?region=US&query=GUSTAVO%20MEYRELES-CHALJUB,1700325479
320,2017-02-03,9.3,Org,"AMOMA, PLLC",Psychiatry,1314 S GRAND BLVD STE 2,SPOKANE,WA,99202,813-955-2827,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=AMOMA%2C%20PLLC,https://adstransparency.google.com/?region=US&query=AMOMA%2C%20PLLC,1215475744
321,2017-01-11,9.4,Org,LOCICERO HOSPITAL GROUP LLC,Endocrinology,2605 W SWANN AVE,TAMPA,FL,33609,813-876-7073,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=LOCICERO%20HOSPITAL%20GROUP%20LLC,https://adstransparency.google.com/?region=US&query=LOCICERO%20HOSPITAL%20GROUP%20LLC,1407392780
322,2016-11-14,9.5,Org,"BEHAVIORAL COLLABORATIVE CARE SOLUTIONS, LLC",Psychiatry,9000 SW 137TH AVE STE 103,MIAMI,FL,33186,305-671-3503,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BEHAVIORAL%20COLLABORATIVE%20CARE%20SOLUTIONS%2C%20LLC,https://adstransparency.google.com/?region=US&query=BEHAVIORAL%20COLLABORATIVE%20CARE%20SOLUTIONS%2C%20LLC,1487196010
323,2016-10-31,9.6,Org,CAPERNAUM MEDICAL CENTER FOR KIDS PLLC,Psychiatry,2024 EDGEWOOD DR S,LAKELAND,FL,33803,863-232-4323,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CAPERNAUM%20MEDICAL%20CENTER%20FOR%20KIDS%20PLLC,https://adstransparency.google.com/?region=US&query=CAPERNAUM%20MEDICAL%20CENTER%20FOR%20KIDS%20PLLC,1881146413
324,2016-10-24,9.6,Org,TAMPA GENERAL MEDICAL GROUP INC,Endocrinology,10740 PALM RIVER ROAD,TAMPA,FL,33619,813-660-6000,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=TAMPA%20GENERAL%20MEDICAL%20GROUP%20INC,https://adstransparency.google.com/?region=US&query=TAMPA%20GENERAL%20MEDICAL%20GROUP%20INC,1073064127
325,2016-09-09,9.7,Individual,ESSA ALSHARIF,Primary Care,10647 BIG BEND RD STE 212,RIVERVIEW,FL,33579,813-844-4600,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ESSA%20ALSHARIF,https://adstransparency.google.com/?region=US&query=ESSA%20ALSHARIF,1124575899
326,2016-08-29,9.7,Org,FLORIDA DIABETES AND ENDOCRINE ASSOCIATES LLC,Endocrinology,7001 N DALE MABRY HWY STE 2,TAMPA,FL,33614,813-252-9849,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=FLORIDA%20DIABETES%20AND%20ENDOCRINE%20ASSOCIATES%20LLC,https://adstransparency.google.com/?region=US&query=FLORIDA%20DIABETES%20AND%20ENDOCRINE%20ASSOCIATES%20LLC,1295281467
327,2016-08-07,9.8,Individual,CLAUDIA MONGE,Cardiology,13127 VAIL RIDGE DR,RIVERVIEW,FL,33579,813-661-6199,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CLAUDIA%20MONGE,https://adstransparency.google.com/?region=US&query=CLAUDIA%20MONGE,1831643923
328,2016-08-01,9.8,Individual,YADIS ARROYO,Gastroenterology,5016 W CYPRESS ST STE 200,TAMPA,FL,33607,813-542-2589,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=YADIS%20ARROYO,https://adstransparency.google.com/?region=US&query=YADIS%20ARROYO,1790238269
329,2016-07-22,9.8,Individual,LAUREN HAMMER,OB-GYN,4150 NORTH ARMENIA AVENUE,TAMPA,FL,33607,813-876-0914,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=LAUREN%20HAMMER,https://adstransparency.google.com/?region=US&query=LAUREN%20HAMMER,1720431968
330,2016-07-19,9.8,Org,"ADVENTIST HEALTH SYSTEM/SUNBELT, INC.",Primary Care,6930 GUNN HWY,TAMPA,FL,33625,813-792-2550,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ADVENTIST%20HEALTH%20SYSTEM%2FSUNBELT%2C%20INC.,https://adstransparency.google.com/?region=US&query=ADVENTIST%20HEALTH%20SYSTEM%2FSUNBELT%2C%20INC.,1083067664
331,2016-07-13,9.9,Org,"ARIZONA LS, LLC",Primary Care,509 S HYDE PARK AVE,TAMPA,FL,33606,813-228-6334,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ARIZONA%20LS%2C%20LLC,https://adstransparency.google.com/?region=US&query=ARIZONA%20LS%2C%20LLC,1144673229
332,2016-07-04,9.9,Org,ROOT CAUSE MEDICAL CLINIC INC,Endocrinology,15049 BRUCE B DOWNS BLVD,TAMPA,FL,33647,937-216-9048,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ROOT%20CAUSE%20MEDICAL%20CLINIC%20INC,https://adstransparency.google.com/?region=US&query=ROOT%20CAUSE%20MEDICAL%20CLINIC%20INC,1962854802
333,2016-06-28,9.9,Individual,DIANA ENCALADA SOTO,OB-GYN,200 1ST ST SW,ROCHESTER,MN,55905,507-284-2511,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=DIANA%20ENCALADA%20SOTO,https://adstransparency.google.com/?region=US&query=DIANA%20ENCALADA%20SOTO,1508217977
334,2016-06-28,9.9,Individual,KARLA CALZADA MORALES,Psychiatry,12512 BRUCE B DOWNS BLVD,TAMPA,FL,33612,813-977-8700,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=KARLA%20CALZADA%20MORALES,https://adstransparency.google.com/?region=US&query=KARLA%20CALZADA%20MORALES,1013368349
335,2016-06-27,9.9,Individual,CHRISTIAN BECHTOLD,Primary Care,6000 49TH ST N,ST PETERSBURG,FL,33709,727-521-5057,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CHRISTIAN%20BECHTOLD,https://adstransparency.google.com/?region=US&query=CHRISTIAN%20BECHTOLD,1528419967
336,2016-06-21,9.9,Individual,ARIC TUCKER,Gastroenterology,4301 N HABANA AVE,TAMPA,FL,33607,813-876-0951,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ARIC%20TUCKER,https://adstransparency.google.com/?region=US&query=ARIC%20TUCKER,1699125559
337,2016-06-16,9.9,Org,PELVIC FLOOR INSTITUTE LLC,OB-GYN,2919 W SWANN AVE,TAMPA,FL,33609,813-551-3540,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=PELVIC%20FLOOR%20INSTITUTE%20LLC,https://adstransparency.google.com/?region=US&query=PELVIC%20FLOOR%20INSTITUTE%20LLC,1598115933
338,2016-06-16,9.9,Individual,KAY EVERETT,Cardiology,1 TAMPA GENERAL CIR,TAMPA,FL,33606,813-821-8038,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=KAY%20EVERETT,https://adstransparency.google.com/?region=US&query=KAY%20EVERETT,1316397771
339,2016-06-08,10.0,Individual,MATTHEW LOZIER,Cardiology,2 TAMPA GENERAL CIR,TAMPA,FL,33606,813-821-8038,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MATTHEW%20LOZIER,https://adstransparency.google.com/?region=US&query=MATTHEW%20LOZIER,1134578370
